user1,14:43:46
user1,13:03:38
user1,14:52:32
user1,14:36:30
user1,13:25:51
user1,14:47:43
user1,13:38:22
user1,05:06:13
user5,00:16:07
user3,03:50:38
user4,12:03:57
user2,16:37:21
user4,14:07:19
user5,16:07:45
user4,09:28:56
user3,13:21:28
user5,20:35:53
user4,15:20:53
user1,07:10:38
user0,21:51:08
user4,22:06:55
user5,19:59:25
user1,04:55:06
user2,09:02:54
user4,10:42:33
user5,01:38:22
user5,06:54:28
user3,14:04:36
user3,13:42:49
user3,22:06:57
user5,02:53:29
user4,01:44:35
user4,00:20:47
user1,02:55:30
user1,04:37:03
user5,00:04:13
user2,12:10:50
user4,14:47:38
user4,15:40:54
user4,15:40:00
user4,13:38:09
user4,13:47:54
user4,15:46:44
user4,15:15:08
user4,15:15:45
user4,15:34:55
user4,14:02:11
user4,15:14:59
user4,15:16:16
user4,14:52:37
user4,15:35:47
user4,14:55:04
user4,14:42:09
user4,15:35:41
user4,15:42:12
user4,14:23:08
user4,14:42:10
user4,15:23:16
user4,13:37:14
user4,14:12:03
user4,14:48:22
user4,14:41:30
user4,15:34:46
user4,15:24:56
user4,13:27:42
user4,14:24:58
user4,14:27:16
user1,06:07:32
user3,18:37:53
user1,22:20:01
user4,11:12:43
user0,05:35:38
user3,10:47:16
user4,11:55:49
user1,00:26:41
user4,01:09:46
user4,22:18:14
user2,03:42:16
user0,11:22:43
user4,23:24:15
user0,18:38:32
user5,19:06:32
user5,01:25:33
user4,16:42:19
user4,18:39:43
user2,05:54:31
user5,01:17:29
user3,12:39:49
user4,00:38:16
user1,23:20:06
user5,07:41:33
user4,06:58:53
user2,20:46:44
user2,20:25:35
user2,19:01:52
user2,20:30:15
user2,19:50:16
user2,20:30:07
user2,19:01:41
user2,19:49:25
user2,19:03:33
user2,20:00:07
user2,19:25:25
user2,20:50:39
user2,19:42:07
user2,20:59:10
user2,19:32:08
user2,07:03:12
user2,19:02:31
user3,04:58:53
user2,19:46:59
user1,02:39:45
user5,10:04:58
user1,02:20:31
user2,12:51:24
user5,08:59:56
user2,10:27:02
user0,07:29:59
user1,10:53:16
user4,21:03:08
user0,09:58:19
user1,01:41:34
user3,19:25:16
user3,19:42:26
user3,20:19:35
user3,19:00:06
user3,19:29:51
user3,19:05:44
user3,20:54:13
user3,20:51:31
user3,19:05:57
user3,19:26:50
user3,19:02:24
user3,19:40:07
user3,20:01:39
user3,19:55:53
user3,19:58:30
user3,20:05:32
user3,05:51:39
user1,07:15:11
user5,00:35:03
user4,20:28:43
user5,23:22:35
user3,00:39:30
user5,00:55:40
user4,14:54:28
user4,17:06:11
user1,19:34:48
user4,22:27:27
user5,05:10:51
user1,15:07:55
user2,07:29:01
user3,03:39:58
user5,00:07:20
user1,18:51:24
user3,23:55:18
user5,01:42:21
user1,00:23:57
user0,21:57:49
user2,02:06:21
user0,05:02:03
user3,09:14:59
user3,21:27:18
user3,06:18:42
user4,20:25:50
user4,00:20:02
user1,20:57:23
user2,18:10:29
user4,16:15:02
user0,19:49:34
user4,13:13:28
user4,11:38:03
user1,09:35:05
user1,08:11:40
user1,18:44:22
user4,20:51:59
user3,20:21:27
user6,16:02:17
user6,11:07:09
user6,11:45:06
user6,13:39:35
user6,09:16:15
user6,13:50:02
user6,16:49:55
user6,15:19:30
user6,12:04:40
user6,09:01:04
user6,12:11:32
user6,11:39:08
user6,11:05:59
user6,09:20:57
user6,12:57:51
user6,15:12:47
user6,10:09:32
user6,09:40:44
user6,12:15:30
user6,16:05:13
user6,16:36:30
user6,16:12:58
user6,13:39:51
user6,10:51:53
user6,09:58:50
user6,15:41:19
user6,10:04:47
user6,14:22:15
user6,09:31:20
user6,13:03:08
user6,13:32:44
user6,13:08:09
user6,10:14:33
user6,16:53:59
user6,13:32:02
user6,13:33:42
user6,14:30:10
user6,14:10:02
user6,15:48:57
user6,16:05:04
user6,15:03:25
user6,15:07:22
user6,11:09:02
user6,10:01:10
user6,10:58:04
user6,11:01:58
user6,09:13:35
user6,11:39:31
user6,10:58:51
user2,19:45:36
user5,05:04:27
user0,22:12:55
user2,04:17:50
user5,09:38:30
user1,18:35:07
user3,21:41:45
user2,04:05:15
user4,22:37:01
user0,05:54:23
user3,21:18:10
user2,06:17:42
user3,21:20:05
user3,22:58:57
user1,20:47:04
user1,03:32:39
user1,01:04:42
user1,06:23:12
user4,02:11:50
user1,21:18:58
user4,07:50:51
user1,00:55:09
user0,18:30:04
user3,01:40:19
user5,21:28:17
user3,20:43:26
user2,12:16:32
user1,16:18:00
user3,13:02:45
user3,08:11:51
user1,19:51:51
user3,07:15:19
user4,12:01:18
user4,06:41:02
user2,19:45:23
user4,16:50:35
user5,19:56:45
user5,05:55:40
user1,16:38:42
user3,22:22:42
user3,03:48:27
user0,21:02:43
user1,10:16:24
user4,06:59:11
user1,13:51:08
user0,11:20:14
user3,04:16:28
user2,15:22:58
user1,15:14:00
user0,08:03:20
user1,01:48:57
user7,13:30:12
user7,09:32:45
user7,13:06:56
user7,13:21:37
user7,16:12:38
user7,14:41:32
user7,09:49:21
user7,09:37:31
user7,13:41:40
user7,12:58:18
user7,09:14:51
user7,15:26:11
user7,15:28:07
user7,11:13:26
user7,14:54:38
user7,11:28:03
user7,13:25:31
user7,14:09:47
user7,11:32:03
user7,10:56:26
user7,16:37:05
user7,09:09:21
user7,11:55:35
user7,09:52:00
user7,16:11:01
user7,12:58:12
user7,12:30:38
user7,12:32:54
user7,12:52:26
user7,12:35:11
user7,16:27:38
user7,14:05:19
user7,14:00:09
user7,12:43:46
user7,10:06:57
user7,11:37:04
user7,10:08:26
user7,12:21:29
user7,15:50:42
user7,14:59:57
user7,15:53:20
user7,12:57:47
user7,11:38:00
user7,12:26:08
user7,12:22:59
user7,10:18:06
user7,12:06:11
user7,15:28:32
user7,10:31:07
user7,13:11:41
user7,13:37:42
user7,16:57:41
user7,09:31:57
user7,09:47:56
user7,15:42:06
user7,12:22:40
user7,13:50:39
user7,16:52:53
user7,12:07:14
user7,10:57:54
user7,11:57:35
user7,15:56:36
user7,16:21:29
user7,16:42:42
user7,09:00:05
user7,16:54:57
user7,14:10:11
user7,15:28:02
user7,13:51:14
user7,13:56:39
user7,13:56:08
user7,09:21:48
user7,15:41:16
user7,09:39:28
user7,15:04:20
user7,12:03:23
user7,10:36:54
user7,11:37:48
user7,12:24:24
user7,09:39:34
user7,14:22:17
user7,10:12:24
user7,13:57:31
user7,16:01:57
user7,09:14:14
user7,09:07:12
user7,13:48:53
user7,10:41:35
user7,16:36:43
user7,13:19:02
user7,09:34:30
user7,11:51:22
user7,11:46:06
user7,15:07:46
user7,09:20:51
user7,11:45:48
user7,11:08:48
user7,09:21:35
user7,11:30:04
user7,15:38:00
user7,13:28:54
user7,09:14:02
